Trade_ID,Symbol,Side,Entry_Time_UTC,Entry_Unix_ms,Entry_Unix_sec,Exit_Time_UTC,Exit_Unix_ms,Exit_Unix_sec,Entry_Price,Lowest_100_Price,ATR_14,Stop_Loss_Price,Take_Profit_Price,Exit_Price,Position_Size_USDT,Risk_USDT,Target_Reward_USDT,Result,PnL_USDT,PnL_Percent,Holding_Bars
324,TACUSDT,LONG,2026-07-12 01:00:00 UTC,1783818000000,1783818000,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00352,0.00236,0.0002,0.00196,0.00665,0.00196,50.0,22.17,44.34,LOSS,-22.17,-44.34,1003
325,TACUSDT,LONG,2026-07-12 02:00:00 UTC,1783821600000,1783821600,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00339,0.00236,0.0002,0.00196,0.00625,0.00196,50.0,21.06,42.12,LOSS,-21.06,-42.12,1002
326,TACUSDT,LONG,2026-07-12 03:00:00 UTC,1783825200000,1783825200,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00346,0.00236,0.00019,0.00197,0.00643,0.00197,50.0,21.46,42.92,LOSS,-21.46,-42.92,1001
327,TACUSDT,LONG,2026-07-12 04:00:00 UTC,1783828800000,1783828800,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00354,0.00236,0.00019,0.00198,0.00665,0.00198,50.0,22.03,44.05,LOSS,-22.03,-44.05,1000
328,TACUSDT,LONG,2026-07-12 05:00:00 UTC,1783832400000,1783832400,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00348,0.00236,0.00019,0.00198,0.00648,0.00198,50.0,21.52,43.04,LOSS,-21.52,-43.04,999
329,TACUSDT,LONG,2026-07-12 06:00:00 UTC,1783836000000,1783836000,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00366,0.00236,0.00019,0.00198,0.00701,0.00198,50.0,22.91,45.81,LOSS,-22.91,-45.81,998
330,TACUSDT,LONG,2026-07-12 07:00:00 UTC,1783839600000,1783839600,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00355,0.00236,0.00019,0.00198,0.00667,0.00198,50.0,22.05,44.09,LOSS,-22.05,-44.09,997
331,TACUSDT,LONG,2026-07-12 08:00:00 UTC,1783843200000,1783843200,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00341,0.00236,0.00019,0.00199,0.00627,0.00199,50.0,20.89,41.79,LOSS,-20.89,-41.79,996
332,TACUSDT,LONG,2026-07-12 09:00:00 UTC,1783846800000,1783846800,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00337,0.00236,0.00019,0.00198,0.00614,0.00198,50.0,20.55,41.11,LOSS,-20.55,-41.11,995
333,TACUSDT,LONG,2026-07-12 10:00:00 UTC,1783850400000,1783850400,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00345,0.00236,0.00018,0.002,0.00637,0.002,50.0,21.1,42.2,LOSS,-21.1,-42.2,994
334,TACUSDT,LONG,2026-07-12 11:00:00 UTC,1783854000000,1783854000,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00348,0.00236,0.00018,0.00201,0.00642,0.00201,50.0,21.12,42.23,LOSS,-21.12,-42.23,993
335,TACUSDT,LONG,2026-07-12 12:00:00 UTC,1783857600000,1783857600,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00339,0.00236,0.00017,0.00202,0.00614,0.00202,50.0,20.23,40.47,LOSS,-20.23,-40.47,992
336,TACUSDT,LONG,2026-07-12 13:00:00 UTC,1783861200000,1783861200,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00334,0.00236,0.00016,0.00203,0.00595,0.00203,50.0,19.56,39.13,LOSS,-19.56,-39.13,991
337,TACUSDT,LONG,2026-07-12 14:00:00 UTC,1783864800000,1783864800,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00313,0.00236,0.00018,0.002,0.00538,0.002,50.0,18.03,36.07,LOSS,-18.03,-36.07,990
338,TACUSDT,LONG,2026-07-12 15:00:00 UTC,1783868400000,1783868400,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00309,0.00236,0.00017,0.00201,0.00524,0.00201,50.0,17.39,34.77,LOSS,-17.39,-34.77,989
339,TACUSDT,LONG,2026-07-12 16:00:00 UTC,1783872000000,1783872000,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00312,0.00236,0.00017,0.00203,0.00532,0.00203,50.0,17.55,35.09,LOSS,-17.55,-35.09,988
340,TACUSDT,LONG,2026-07-12 17:00:00 UTC,1783875600000,1783875600,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.0031,0.00236,0.00016,0.00204,0.00522,0.00204,50.0,17.07,34.15,LOSS,-17.07,-34.15,987
341,TACUSDT,LONG,2026-07-12 18:00:00 UTC,1783879200000,1783879200,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00323,0.00236,0.00016,0.00204,0.00561,0.00204,50.0,18.37,36.74,LOSS,-18.37,-36.74,986
342,TACUSDT,LONG,2026-07-12 19:00:00 UTC,1783882800000,1783882800,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00317,0.00236,0.00015,0.00205,0.00541,0.00205,50.0,17.65,35.3,LOSS,-17.65,-35.3,985
343,TACUSDT,LONG,2026-07-12 20:00:00 UTC,1783886400000,1783886400,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00316,0.00236,0.00015,0.00207,0.00534,0.00207,50.0,17.29,34.58,LOSS,-17.29,-34.58,984
344,TACUSDT,LONG,2026-07-12 21:00:00 UTC,1783890000000,1783890000,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00317,0.00236,0.00014,0.00208,0.00534,0.00208,50.0,17.16,34.31,LOSS,-17.16,-34.31,983
345,TACUSDT,LONG,2026-07-12 22:00:00 UTC,1783893600000,1783893600,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00309,0.00236,0.00014,0.00208,0.0051,0.00208,50.0,16.29,32.58,LOSS,-16.29,-32.58,982
346,TACUSDT,LONG,2026-07-12 23:00:00 UTC,1783897200000,1783897200,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00299,0.00236,0.00014,0.00208,0.00483,0.00208,50.0,15.31,30.62,LOSS,-15.31,-30.62,981
347,TACUSDT,LONG,2026-07-13 00:00:00 UTC,1783900800000,1783900800,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.003,0.00236,0.00014,0.00209,0.00482,0.00209,50.0,15.21,30.41,LOSS,-15.21,-30.41,980
348,TACUSDT,LONG,2026-07-13 01:00:00 UTC,1783904400000,1783904400,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00298,0.00236,0.00013,0.00209,0.00475,0.00209,50.0,14.89,29.77,LOSS,-14.89,-29.77,979
349,TACUSDT,LONG,2026-07-13 02:00:00 UTC,1783908000000,1783908000,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00291,0.00236,0.00013,0.0021,0.00455,0.0021,50.0,14.01,28.02,LOSS,-14.01,-28.02,978
350,TACUSDT,LONG,2026-07-13 03:00:00 UTC,1783911600000,1783911600,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.003,0.00236,0.00014,0.00208,0.00484,0.00208,50.0,15.31,30.62,LOSS,-15.31,-30.62,977
351,TACUSDT,LONG,2026-07-13 04:00:00 UTC,1783915200000,1783915200,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00297,0.00236,0.00013,0.00209,0.00474,0.00209,50.0,14.85,29.71,LOSS,-14.85,-29.71,976
352,TACUSDT,LONG,2026-07-13 05:00:00 UTC,1783918800000,1783918800,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00304,0.00242,0.00013,0.00215,0.00482,0.00215,50.0,14.65,29.3,LOSS,-14.65,-29.3,975
353,TACUSDT,LONG,2026-07-13 06:00:00 UTC,1783922400000,1783922400,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00307,0.00242,0.00013,0.00216,0.00487,0.00216,50.0,14.76,29.52,LOSS,-14.76,-29.52,974
354,TACUSDT,LONG,2026-07-13 07:00:00 UTC,1783926000000,1783926000,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.00299,0.00242,0.00013,0.00216,0.00465,0.00216,50.0,13.89,27.78,LOSS,-13.89,-27.78,973
355,TACUSDT,LONG,2026-07-13 08:00:00 UTC,1783929600000,1783929600,2026-08-22 19:59:59 UTC,1787428799999,1787428799,0.0029,0.0025,0.00013,0.00225,0.0042,0.00225,50.0,11.25,22.5,LOSS,-11.25,-22.5,972
356,TACUSDT,LONG,2026-07-13 09:00:00 UTC,1783933200000,1783933200,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00287,0.00252,0.00012,0.00227,0.00407,0.00227,50.0,10.43,20.87,LOSS,-10.43,-20.87,889
357,TACUSDT,LONG,2026-07-13 10:00:00 UTC,1783936800000,1783936800,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00285,0.00252,0.00012,0.00228,0.00398,0.00228,50.0,9.94,19.89,LOSS,-9.94,-19.89,888
358,TACUSDT,LONG,2026-07-13 11:00:00 UTC,1783940400000,1783940400,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.0028,0.00252,0.00012,0.00228,0.00382,0.00228,50.0,9.17,18.35,LOSS,-9.17,-18.35,887
359,TACUSDT,LONG,2026-07-13 12:00:00 UTC,1783944000000,1783944000,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00282,0.00252,0.00011,0.00229,0.00389,0.00229,50.0,9.47,18.95,LOSS,-9.47,-18.95,886
360,TACUSDT,LONG,2026-07-13 13:00:00 UTC,1783947600000,1783947600,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.0028,0.00252,0.00011,0.00229,0.00383,0.00229,50.0,9.13,18.26,LOSS,-9.13,-18.26,885
361,TACUSDT,LONG,2026-07-13 14:00:00 UTC,1783951200000,1783951200,2026-07-16 21:59:59 UTC,1784239199999,1784239199,0.00278,0.00254,0.00011,0.00232,0.00369,0.00369,50.0,8.21,16.42,WIN,16.42,32.85,80
362,TACUSDT,LONG,2026-07-13 15:00:00 UTC,1783954800000,1783954800,2026-07-16 21:59:59 UTC,1784239199999,1784239199,0.00279,0.00255,0.00011,0.00234,0.00368,0.00368,50.0,8.06,16.12,WIN,16.12,32.23,79
363,TACUSDT,LONG,2026-07-13 16:00:00 UTC,1783958400000,1783958400,2026-07-16 16:59:59 UTC,1784221199999,1784221199,0.00271,0.00255,0.00011,0.00233,0.00346,0.00346,50.0,6.91,13.81,WIN,13.81,27.62,73
364,TACUSDT,LONG,2026-07-13 17:00:00 UTC,1783962000000,1783962000,2026-07-15 15:59:59 UTC,1784131199999,1784131199,0.0027,0.00261,0.00011,0.00239,0.0033,0.0033,50.0,5.64,11.28,WIN,11.28,22.55,47
365,TACUSDT,LONG,2026-07-13 18:00:00 UTC,1783965600000,1783965600,2026-07-14 16:59:59 UTC,1784048399999,1784048399,0.00262,0.00261,0.00011,0.0024,0.00307,0.00307,50.0,4.25,8.49,WIN,8.49,16.98,23
366,TACUSDT,LONG,2026-07-13 19:00:00 UTC,1783969200000,1783969200,2026-07-14 16:59:59 UTC,1784048399999,1784048399,0.00264,0.00261,0.0001,0.0024,0.00311,0.00311,50.0,4.48,8.97,WIN,8.97,17.94,22
367,TACUSDT,LONG,2026-07-13 20:00:00 UTC,1783972800000,1783972800,2026-07-15 15:59:59 UTC,1784131199999,1784131199,0.00271,0.00261,0.0001,0.0024,0.00333,0.00333,50.0,5.73,11.46,WIN,11.46,22.92,44
368,TACUSDT,LONG,2026-07-13 21:00:00 UTC,1783976400000,1783976400,2026-07-16 17:59:59 UTC,1784224799999,1784224799,0.00279,0.00261,0.00011,0.0024,0.00357,0.00357,50.0,7.01,14.03,WIN,14.03,28.05,69
369,TACUSDT,LONG,2026-07-13 22:00:00 UTC,1783980000000,1783980000,2026-07-16 17:59:59 UTC,1784224799999,1784224799,0.00277,0.00261,0.0001,0.0024,0.00352,0.00352,50.0,6.74,13.49,WIN,13.49,26.98,68
370,TACUSDT,LONG,2026-07-13 23:00:00 UTC,1783983600000,1783983600,2026-07-16 17:59:59 UTC,1784224799999,1784224799,0.00279,0.00261,0.0001,0.0024,0.00356,0.00356,50.0,6.91,13.83,WIN,13.83,27.65,67
371,TACUSDT,LONG,2026-07-14 00:00:00 UTC,1783987200000,1783987200,2026-07-16 17:59:59 UTC,1784224799999,1784224799,0.00277,0.00261,0.0001,0.00241,0.0035,0.0035,50.0,6.59,13.19,WIN,13.19,26.37,66
372,TACUSDT,LONG,2026-07-14 01:00:00 UTC,1783990800000,1783990800,2026-07-16 21:59:59 UTC,1784239199999,1784239199,0.00285,0.00261,0.0001,0.00241,0.00373,0.00373,50.0,7.74,15.48,WIN,15.48,30.95,69
373,TACUSDT,LONG,2026-07-14 02:00:00 UTC,1783994400000,1783994400,2026-07-16 17:59:59 UTC,1784224799999,1784224799,0.0028,0.00261,0.0001,0.00241,0.00358,0.00358,50.0,6.98,13.96,WIN,13.96,27.93,64
374,TACUSDT,LONG,2026-07-14 03:00:00 UTC,1783998000000,1783998000,2026-07-16 16:59:59 UTC,1784221199999,1784221199,0.00276,0.00261,0.0001,0.00241,0.00346,0.00346,50.0,6.33,12.67,WIN,12.67,25.34,62
375,TACUSDT,LONG,2026-07-14 04:00:00 UTC,1784001600000,1784001600,2026-07-16 17:59:59 UTC,1784224799999,1784224799,0.00279,0.00261,0.0001,0.00241,0.00355,0.00355,50.0,6.79,13.58,WIN,13.58,27.15,62
376,TACUSDT,LONG,2026-07-14 05:00:00 UTC,1784005200000,1784005200,2026-07-16 21:59:59 UTC,1784239199999,1784239199,0.00283,0.00261,0.0001,0.0024,0.00369,0.00369,50.0,7.56,15.12,WIN,15.12,30.23,65
377,TACUSDT,LONG,2026-07-14 06:00:00 UTC,1784008800000,1784008800,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00288,0.00261,0.0001,0.0024,0.00385,0.0024,50.0,8.37,16.74,LOSS,-8.37,-16.74,868
378,TACUSDT,LONG,2026-07-14 07:00:00 UTC,1784012400000,1784012400,2026-07-16 19:59:59 UTC,1784231999999,1784231999,0.0028,0.00261,0.0001,0.0024,0.00359,0.00359,50.0,7.09,14.17,WIN,14.17,28.34,61
379,TACUSDT,LONG,2026-07-14 08:00:00 UTC,1784016000000,1784016000,2026-07-16 16:59:59 UTC,1784221199999,1784221199,0.00275,0.00261,0.0001,0.0024,0.00344,0.00344,50.0,6.3,12.6,WIN,12.6,25.21,57
380,TACUSDT,LONG,2026-07-14 09:00:00 UTC,1784019600000,1784019600,2026-07-16 17:59:59 UTC,1784224799999,1784224799,0.00278,0.00261,0.0001,0.00241,0.00352,0.00352,50.0,6.67,13.35,WIN,13.35,26.7,57
381,TACUSDT,LONG,2026-07-14 10:00:00 UTC,1784023200000,1784023200,2026-07-16 16:59:59 UTC,1784221199999,1784221199,0.00274,0.00261,0.0001,0.00241,0.00341,0.00341,50.0,6.08,12.16,WIN,12.16,24.32,55
382,TACUSDT,LONG,2026-07-14 11:00:00 UTC,1784026800000,1784026800,2026-07-16 16:59:59 UTC,1784221199999,1784221199,0.00276,0.00261,0.0001,0.00241,0.00348,0.00348,50.0,6.47,12.93,WIN,12.93,25.87,54
383,TACUSDT,LONG,2026-07-14 12:00:00 UTC,1784030400000,1784030400,2026-07-16 21:59:59 UTC,1784239199999,1784239199,0.00285,0.00261,0.00011,0.00239,0.00375,0.00375,50.0,7.93,15.86,WIN,15.86,31.72,58
384,TACUSDT,LONG,2026-07-14 13:00:00 UTC,1784034000000,1784034000,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00288,0.00261,0.00011,0.00239,0.00384,0.00239,50.0,8.4,16.81,LOSS,-8.4,-16.81,861
385,TACUSDT,LONG,2026-07-14 14:00:00 UTC,1784037600000,1784037600,2026-07-16 17:59:59 UTC,1784224799999,1784224799,0.00278,0.00261,0.00011,0.00239,0.00358,0.00358,50.0,7.12,14.24,WIN,14.24,28.47,52
386,TACUSDT,LONG,2026-07-14 15:00:00 UTC,1784041200000,1784041200,2026-07-16 21:59:59 UTC,1784239199999,1784239199,0.00285,0.00261,0.00011,0.00238,0.00378,0.00378,50.0,8.19,16.38,WIN,16.38,32.77,55
387,TACUSDT,LONG,2026-07-14 16:00:00 UTC,1784044800000,1784044800,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00291,0.00261,0.00011,0.00238,0.00396,0.00238,50.0,9.05,18.1,LOSS,-9.05,-18.1,858
388,TACUSDT,LONG,2026-07-14 17:00:00 UTC,1784048400000,1784048400,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00313,0.00261,0.00012,0.00236,0.00467,0.00236,50.0,12.31,24.63,LOSS,-12.31,-24.63,857
389,TACUSDT,LONG,2026-07-14 18:00:00 UTC,1784052000000,1784052000,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00308,0.00261,0.00012,0.00236,0.00453,0.00236,50.0,11.71,23.41,LOSS,-11.71,-23.41,856
390,TACUSDT,LONG,2026-07-14 19:00:00 UTC,1784055600000,1784055600,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.0031,0.00261,0.00012,0.00236,0.00459,0.00236,50.0,11.94,23.88,LOSS,-11.94,-23.88,855
391,TACUSDT,LONG,2026-07-14 20:00:00 UTC,1784059200000,1784059200,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.0031,0.00261,0.00012,0.00236,0.00457,0.00236,50.0,11.88,23.77,LOSS,-11.88,-23.77,854
392,TACUSDT,LONG,2026-07-14 21:00:00 UTC,1784062800000,1784062800,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00288,0.00261,0.00014,0.00234,0.00397,0.00234,50.0,9.42,18.84,LOSS,-9.42,-18.84,853
393,TACUSDT,LONG,2026-07-14 22:00:00 UTC,1784066400000,1784066400,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00284,0.00261,0.00013,0.00234,0.00384,0.00234,50.0,8.75,17.49,LOSS,-8.75,-17.49,852
394,TACUSDT,LONG,2026-07-14 23:00:00 UTC,1784070000000,1784070000,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00289,0.00261,0.00013,0.00235,0.00396,0.00235,50.0,9.29,18.58,LOSS,-9.29,-18.58,851
395,TACUSDT,LONG,2026-07-15 00:00:00 UTC,1784073600000,1784073600,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00285,0.00261,0.00012,0.00236,0.00384,0.00236,50.0,8.64,17.29,LOSS,-8.64,-17.29,850
396,TACUSDT,LONG,2026-07-15 01:00:00 UTC,1784077200000,1784077200,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00292,0.00261,0.00012,0.00236,0.00404,0.00236,50.0,9.58,19.16,LOSS,-9.58,-19.16,849
397,TACUSDT,LONG,2026-07-15 02:00:00 UTC,1784080800000,1784080800,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00287,0.00261,0.00012,0.00236,0.00389,0.00236,50.0,8.87,17.74,LOSS,-8.87,-17.74,848
398,TACUSDT,LONG,2026-07-15 03:00:00 UTC,1784084400000,1784084400,2026-07-16 17:59:59 UTC,1784224799999,1784224799,0.00276,0.00261,0.00013,0.00235,0.00358,0.00358,50.0,7.4,14.79,WIN,14.79,29.59,39
399,TACUSDT,LONG,2026-07-15 04:00:00 UTC,1784088000000,1784088000,2026-07-16 21:59:59 UTC,1784239199999,1784239199,0.00279,0.00261,0.00012,0.00236,0.00366,0.00366,50.0,7.76,15.53,WIN,15.53,31.05,42
400,TACUSDT,LONG,2026-07-15 05:00:00 UTC,1784091600000,1784091600,2026-07-16 21:59:59 UTC,1784239199999,1784239199,0.00278,0.00261,0.00012,0.00236,0.00362,0.00362,50.0,7.55,15.09,WIN,15.09,30.18,41
401,TACUSDT,LONG,2026-07-15 06:00:00 UTC,1784095200000,1784095200,2026-07-16 21:59:59 UTC,1784239199999,1784239199,0.00281,0.00261,0.00012,0.00237,0.00369,0.00369,50.0,7.87,15.74,WIN,15.74,31.47,40
402,TACUSDT,LONG,2026-07-15 07:00:00 UTC,1784098800000,1784098800,2026-07-16 21:59:59 UTC,1784239199999,1784239199,0.00284,0.00261,0.00012,0.00237,0.00378,0.00378,50.0,8.26,16.52,WIN,16.52,33.03,39
403,TACUSDT,LONG,2026-07-15 08:00:00 UTC,1784102400000,1784102400,2026-07-16 21:59:59 UTC,1784239199999,1784239199,0.00282,0.00261,0.00012,0.00237,0.00372,0.00372,50.0,8.0,15.99,WIN,15.99,31.99,38
404,TACUSDT,LONG,2026-07-15 09:00:00 UTC,1784106000000,1784106000,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00293,0.00261,0.00013,0.00236,0.00406,0.00236,50.0,9.74,19.47,LOSS,-9.74,-19.47,841
405,TACUSDT,LONG,2026-07-15 10:00:00 UTC,1784109600000,1784109600,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00294,0.00261,0.00012,0.00236,0.00411,0.00236,50.0,9.9,19.8,LOSS,-9.9,-19.8,840
406,TACUSDT,LONG,2026-07-15 11:00:00 UTC,1784113200000,1784113200,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00298,0.00261,0.00012,0.00236,0.00421,0.00236,50.0,10.36,20.73,LOSS,-10.36,-20.73,839
407,TACUSDT,LONG,2026-07-15 12:00:00 UTC,1784116800000,1784116800,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00297,0.00261,0.00012,0.00236,0.00419,0.00236,50.0,10.27,20.54,LOSS,-10.27,-20.54,838
408,TACUSDT,LONG,2026-07-15 13:00:00 UTC,1784120400000,1784120400,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00304,0.00261,0.00012,0.00236,0.00441,0.00236,50.0,11.21,22.42,LOSS,-11.21,-22.42,837
409,TACUSDT,LONG,2026-07-15 14:00:00 UTC,1784124000000,1784124000,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00305,0.00261,0.00012,0.00236,0.00442,0.00236,50.0,11.22,22.44,LOSS,-11.22,-22.44,836
410,TACUSDT,LONG,2026-07-15 15:00:00 UTC,1784127600000,1784127600,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00311,0.00261,0.00012,0.00237,0.0046,0.00237,50.0,11.96,23.91,LOSS,-11.96,-23.91,835
411,TACUSDT,LONG,2026-07-15 16:00:00 UTC,1784131200000,1784131200,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00304,0.00261,0.00014,0.00233,0.00447,0.00233,50.0,11.74,23.49,LOSS,-11.74,-23.49,834
412,TACUSDT,LONG,2026-07-15 17:00:00 UTC,1784134800000,1784134800,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00292,0.00261,0.00015,0.00232,0.00412,0.00232,50.0,10.29,20.58,LOSS,-10.29,-20.58,833
413,TACUSDT,LONG,2026-07-15 18:00:00 UTC,1784138400000,1784138400,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00301,0.00261,0.00015,0.00231,0.00441,0.00231,50.0,11.61,23.23,LOSS,-11.61,-23.23,832
414,TACUSDT,LONG,2026-07-15 19:00:00 UTC,1784142000000,1784142000,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00307,0.00261,0.00014,0.00232,0.00456,0.00232,50.0,12.19,24.38,LOSS,-12.19,-24.38,831
415,TACUSDT,LONG,2026-07-15 20:00:00 UTC,1784145600000,1784145600,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00306,0.00261,0.00014,0.00233,0.00452,0.00233,50.0,11.94,23.88,LOSS,-11.94,-23.88,830
416,TACUSDT,LONG,2026-07-15 21:00:00 UTC,1784149200000,1784149200,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00304,0.00261,0.00014,0.00233,0.00445,0.00233,50.0,11.62,23.25,LOSS,-11.62,-23.25,829
417,TACUSDT,LONG,2026-07-15 22:00:00 UTC,1784152800000,1784152800,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00299,0.00261,0.00013,0.00234,0.00429,0.00234,50.0,10.83,21.67,LOSS,-10.83,-21.67,828
418,TACUSDT,LONG,2026-07-15 23:00:00 UTC,1784156400000,1784156400,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00299,0.00261,0.00013,0.00236,0.00426,0.00236,50.0,10.63,21.26,LOSS,-10.63,-21.26,827
419,TACUSDT,LONG,2026-07-16 00:00:00 UTC,1784160000000,1784160000,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00295,0.00261,0.00012,0.00236,0.00413,0.00236,50.0,9.98,19.97,LOSS,-9.98,-19.97,826
420,TACUSDT,LONG,2026-07-16 01:00:00 UTC,1784163600000,1784163600,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00291,0.00261,0.00012,0.00236,0.004,0.00236,50.0,9.38,18.76,LOSS,-9.38,-18.76,825
421,TACUSDT,LONG,2026-07-16 02:00:00 UTC,1784167200000,1784167200,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00291,0.00261,0.00012,0.00237,0.00398,0.00237,50.0,9.28,18.56,LOSS,-9.28,-18.56,824
422,TACUSDT,LONG,2026-07-16 03:00:00 UTC,1784170800000,1784170800,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00302,0.00261,0.00013,0.00236,0.00436,0.00236,50.0,11.04,22.08,LOSS,-11.04,-22.08,823
423,TACUSDT,LONG,2026-07-16 04:00:00 UTC,1784174400000,1784174400,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00314,0.00261,0.00013,0.00235,0.00471,0.00235,50.0,12.52,25.03,LOSS,-12.52,-25.03,822
424,TACUSDT,LONG,2026-07-16 05:00:00 UTC,1784178000000,1784178000,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00302,0.00261,0.00013,0.00234,0.00437,0.00234,50.0,11.16,22.33,LOSS,-11.16,-22.33,821
425,TACUSDT,LONG,2026-07-16 06:00:00 UTC,1784181600000,1784181600,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00292,0.00261,0.00013,0.00234,0.00407,0.00234,50.0,9.86,19.73,LOSS,-9.86,-19.73,820
426,TACUSDT,LONG,2026-07-16 07:00:00 UTC,1784185200000,1784185200,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00298,0.00261,0.00013,0.00234,0.00425,0.00234,50.0,10.66,21.32,LOSS,-10.66,-21.32,819
427,TACUSDT,LONG,2026-07-16 08:00:00 UTC,1784188800000,1784188800,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00303,0.00261,0.00013,0.00234,0.00441,0.00234,50.0,11.34,22.68,LOSS,-11.34,-22.68,818
428,TACUSDT,LONG,2026-07-16 09:00:00 UTC,1784192400000,1784192400,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00297,0.00261,0.00013,0.00234,0.00422,0.00234,50.0,10.55,21.1,LOSS,-10.55,-21.1,817
429,TACUSDT,LONG,2026-07-16 10:00:00 UTC,1784196000000,1784196000,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00299,0.00261,0.00013,0.00235,0.00428,0.00235,50.0,10.74,21.48,LOSS,-10.74,-21.48,816
430,TACUSDT,LONG,2026-07-16 11:00:00 UTC,1784199600000,1784199600,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00305,0.00261,0.00013,0.00235,0.00444,0.00235,50.0,11.39,22.79,LOSS,-11.39,-22.79,815
431,TACUSDT,LONG,2026-07-16 12:00:00 UTC,1784203200000,1784203200,2026-08-19 09:59:59 UTC,1787133599999,1787133599,0.00309,0.00261,0.00012,0.00236,0.00454,0.00236,50.0,11.78,23.57,LOSS,-11.78,-23.57,814
