Trade_ID,Symbol,Side,Entry_Time_UTC,Entry_Unix_ms,Entry_Unix_sec,Exit_Time_UTC,Exit_Unix_ms,Exit_Unix_sec,Entry_Price,Lowest_100_Price,ATR_14,Stop_Loss_Price,Take_Profit_Price,Exit_Price,Position_Size_USDT,Risk_USDT,Target_Reward_USDT,Result,PnL_USDT,PnL_Percent,Holding_Bars
1064,TACUSDT,LONG,2026-08-11 21:00:00 UTC,1786482000000,1786482000,2026-08-13 16:59:59 UTC,1786640399999,1786640399,0.00287,0.00282,4e-05,0.00273,0.00314,0.00273,50.0,2.37,4.74,LOSS,-2.37,-4.74,44
1065,TACUSDT,LONG,2026-08-11 22:00:00 UTC,1786485600000,1786485600,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00287,0.00282,4e-05,0.00274,0.00314,0.00274,50.0,2.33,4.66,LOSS,-2.33,-4.66,42
1066,TACUSDT,LONG,2026-08-11 23:00:00 UTC,1786489200000,1786489200,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00288,0.00282,4e-05,0.00274,0.00317,0.00274,50.0,2.49,4.99,LOSS,-2.49,-4.99,41
1067,TACUSDT,LONG,2026-08-12 00:00:00 UTC,1786492800000,1786492800,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00291,0.00282,4e-05,0.00274,0.00324,0.00274,50.0,2.85,5.7,LOSS,-2.85,-5.7,40
1068,TACUSDT,LONG,2026-08-12 01:00:00 UTC,1786496400000,1786496400,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00294,0.00282,4e-05,0.00274,0.00334,0.00274,50.0,3.43,6.85,LOSS,-3.43,-6.85,39
1069,TACUSDT,LONG,2026-08-12 02:00:00 UTC,1786500000000,1786500000,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00295,0.00282,4e-05,0.00274,0.00336,0.00274,50.0,3.53,7.06,LOSS,-3.53,-7.06,38
1070,TACUSDT,LONG,2026-08-12 03:00:00 UTC,1786503600000,1786503600,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00294,0.00282,4e-05,0.00274,0.00335,0.00274,50.0,3.46,6.92,LOSS,-3.46,-6.92,37
1071,TACUSDT,LONG,2026-08-12 04:00:00 UTC,1786507200000,1786507200,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00293,0.00282,4e-05,0.00274,0.00332,0.00274,50.0,3.29,6.58,LOSS,-3.29,-6.58,36
1072,TACUSDT,LONG,2026-08-12 05:00:00 UTC,1786510800000,1786510800,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00293,0.00282,4e-05,0.00274,0.0033,0.00274,50.0,3.17,6.34,LOSS,-3.17,-6.34,35
1073,TACUSDT,LONG,2026-08-12 06:00:00 UTC,1786514400000,1786514400,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00294,0.00282,4e-05,0.00274,0.00332,0.00274,50.0,3.27,6.54,LOSS,-3.27,-6.54,34
1074,TACUSDT,LONG,2026-08-12 07:00:00 UTC,1786518000000,1786518000,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00291,0.00282,4e-05,0.00274,0.00325,0.00274,50.0,2.89,5.78,LOSS,-2.89,-5.78,33
1075,TACUSDT,LONG,2026-08-12 08:00:00 UTC,1786521600000,1786521600,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00293,0.00282,4e-05,0.00275,0.00329,0.00275,50.0,3.1,6.2,LOSS,-3.1,-6.2,32
1076,TACUSDT,LONG,2026-08-12 09:00:00 UTC,1786525200000,1786525200,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00293,0.00282,4e-05,0.00275,0.00328,0.00275,50.0,3.03,6.07,LOSS,-3.03,-6.07,31
1077,TACUSDT,LONG,2026-08-12 10:00:00 UTC,1786528800000,1786528800,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00295,0.00282,4e-05,0.00275,0.00334,0.00275,50.0,3.38,6.76,LOSS,-3.38,-6.76,30
1078,TACUSDT,LONG,2026-08-12 11:00:00 UTC,1786532400000,1786532400,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00296,0.00282,4e-05,0.00275,0.0034,0.00275,50.0,3.66,7.32,LOSS,-3.66,-7.32,29
1079,TACUSDT,LONG,2026-08-12 12:00:00 UTC,1786536000000,1786536000,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00296,0.00282,4e-05,0.00275,0.00339,0.00275,50.0,3.61,7.22,LOSS,-3.61,-7.22,28
1080,TACUSDT,LONG,2026-08-12 13:00:00 UTC,1786539600000,1786539600,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00294,0.00282,4e-05,0.00275,0.00333,0.00275,50.0,3.28,6.57,LOSS,-3.28,-6.57,27
1081,TACUSDT,LONG,2026-08-12 14:00:00 UTC,1786543200000,1786543200,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00294,0.00282,4e-05,0.00275,0.00333,0.00275,50.0,3.26,6.51,LOSS,-3.26,-6.51,26
1082,TACUSDT,LONG,2026-08-12 15:00:00 UTC,1786546800000,1786546800,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00293,0.00282,4e-05,0.00275,0.00328,0.00275,50.0,3.01,6.02,LOSS,-3.01,-6.02,25
1083,TACUSDT,LONG,2026-08-12 16:00:00 UTC,1786550400000,1786550400,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00284,0.00282,4e-05,0.00274,0.00305,0.00274,50.0,1.79,3.58,LOSS,-1.79,-3.58,24
1084,TACUSDT,LONG,2026-08-12 17:00:00 UTC,1786554000000,1786554000,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00285,0.00282,4e-05,0.00274,0.00307,0.00274,50.0,1.89,3.78,LOSS,-1.89,-3.78,23
1085,TACUSDT,LONG,2026-08-12 18:00:00 UTC,1786557600000,1786557600,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00287,0.00282,4e-05,0.00274,0.00312,0.00274,50.0,2.19,4.38,LOSS,-2.19,-4.38,22
1086,TACUSDT,LONG,2026-08-12 19:00:00 UTC,1786561200000,1786561200,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00286,0.00282,4e-05,0.00275,0.0031,0.00275,50.0,2.08,4.16,LOSS,-2.08,-4.16,21
1087,TACUSDT,LONG,2026-08-12 20:00:00 UTC,1786564800000,1786564800,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00286,0.00282,4e-05,0.00275,0.00309,0.00275,50.0,1.99,3.97,LOSS,-1.99,-3.97,20
1088,TACUSDT,LONG,2026-08-12 21:00:00 UTC,1786568400000,1786568400,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00285,0.00282,4e-05,0.00275,0.00306,0.00275,50.0,1.8,3.61,LOSS,-1.8,-3.61,19
1089,TACUSDT,LONG,2026-08-12 22:00:00 UTC,1786572000000,1786572000,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00283,0.00282,4e-05,0.00275,0.00299,0.00275,50.0,1.38,2.76,LOSS,-1.38,-2.76,18
1090,TACUSDT,LONG,2026-08-12 23:00:00 UTC,1786575600000,1786575600,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00284,0.00282,3e-05,0.00275,0.00302,0.00275,50.0,1.54,3.08,LOSS,-1.54,-3.08,17
1091,TACUSDT,LONG,2026-08-13 00:00:00 UTC,1786579200000,1786579200,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00287,0.00282,3e-05,0.00275,0.00311,0.00275,50.0,2.1,4.19,LOSS,-2.1,-4.19,16
1092,TACUSDT,LONG,2026-08-13 01:00:00 UTC,1786582800000,1786582800,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00288,0.00282,4e-05,0.00275,0.00313,0.00275,50.0,2.21,4.41,LOSS,-2.21,-4.41,15
1093,TACUSDT,LONG,2026-08-13 02:00:00 UTC,1786586400000,1786586400,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00285,0.00282,4e-05,0.00275,0.00305,0.00275,50.0,1.74,3.47,LOSS,-1.74,-3.47,14
1094,TACUSDT,LONG,2026-08-13 03:00:00 UTC,1786590000000,1786590000,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00286,0.00282,3e-05,0.00275,0.00306,0.00275,50.0,1.78,3.57,LOSS,-1.78,-3.57,13
1095,TACUSDT,LONG,2026-08-13 04:00:00 UTC,1786593600000,1786593600,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00289,0.00282,3e-05,0.00275,0.00315,0.00275,50.0,2.3,4.6,LOSS,-2.3,-4.6,12
1096,TACUSDT,LONG,2026-08-13 05:00:00 UTC,1786597200000,1786597200,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00289,0.00282,4e-05,0.00275,0.00318,0.00275,50.0,2.5,5.0,LOSS,-2.5,-5.0,11
1097,TACUSDT,LONG,2026-08-13 06:00:00 UTC,1786600800000,1786600800,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00291,0.00282,4e-05,0.00275,0.00322,0.00275,50.0,2.7,5.39,LOSS,-2.7,-5.39,10
1098,TACUSDT,LONG,2026-08-13 07:00:00 UTC,1786604400000,1786604400,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00289,0.00282,4e-05,0.00275,0.00317,0.00275,50.0,2.44,4.88,LOSS,-2.44,-4.88,9
1099,TACUSDT,LONG,2026-08-13 08:00:00 UTC,1786608000000,1786608000,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00288,0.00282,4e-05,0.00275,0.00315,0.00275,50.0,2.3,4.6,LOSS,-2.3,-4.6,8
1100,TACUSDT,LONG,2026-08-13 09:00:00 UTC,1786611600000,1786611600,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00288,0.00282,3e-05,0.00275,0.00315,0.00275,50.0,2.28,4.57,LOSS,-2.28,-4.57,7
1101,TACUSDT,LONG,2026-08-13 10:00:00 UTC,1786615200000,1786615200,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00288,0.00282,3e-05,0.00275,0.00314,0.00275,50.0,2.21,4.43,LOSS,-2.21,-4.43,6
1102,TACUSDT,LONG,2026-08-13 11:00:00 UTC,1786618800000,1786618800,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00288,0.00282,4e-05,0.00275,0.00313,0.00275,50.0,2.19,4.38,LOSS,-2.19,-4.38,5
1103,TACUSDT,LONG,2026-08-13 12:00:00 UTC,1786622400000,1786622400,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00285,0.00282,4e-05,0.00275,0.00304,0.00275,50.0,1.72,3.45,LOSS,-1.72,-3.45,4
1104,TACUSDT,LONG,2026-08-13 13:00:00 UTC,1786626000000,1786626000,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00285,0.00282,4e-05,0.00275,0.00306,0.00275,50.0,1.81,3.62,LOSS,-1.81,-3.62,3
1105,TACUSDT,LONG,2026-08-13 14:00:00 UTC,1786629600000,1786629600,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00284,0.00282,4e-05,0.00275,0.00301,0.00275,50.0,1.54,3.08,LOSS,-1.54,-3.08,2
1106,TACUSDT,LONG,2026-08-13 15:00:00 UTC,1786633200000,1786633200,2026-08-13 15:59:59 UTC,1786636799999,1786636799,0.00283,0.00282,4e-05,0.00275,0.00301,0.00275,50.0,1.55,3.09,LOSS,-1.55,-3.09,1
1107,TACUSDT,LONG,2026-08-13 16:00:00 UTC,1786636800000,1786636800,2026-08-13 20:59:59 UTC,1786654799999,1786654799,0.00278,0.00274,4e-05,0.00265,0.00302,0.00265,50.0,2.18,4.35,LOSS,-2.18,-4.35,5
1108,TACUSDT,LONG,2026-08-13 17:00:00 UTC,1786640400000,1786640400,2026-08-13 20:59:59 UTC,1786654799999,1786654799,0.00275,0.00273,4e-05,0.00265,0.00293,0.00265,50.0,1.73,3.45,LOSS,-1.73,-3.45,4
