Sıra,Parite,Toplam İşlem Sayısı,Kazanma Oranı (%),Net Kâr / Zarar ($),Kasa Büyümesi (%),Bitiş Bakiyesi ($)
487,SOPHUSDT,10,10.0,-7.0271574883767665,-7.0271574883767665,92.97284251162321
488,EWYUSDT,34,32.35294117647059,-7.058731808742632,-7.058731808742632,92.94126819125734
489,RAREUSDT,13,23.076923076923077,-7.059595611547889,-7.059595611547889,92.9404043884521
490,ROBOUSDT,17,23.52941176470588,-7.0625290130637275,-7.0625290130637275,92.93747098693628
491,ZKCUSDT,18,22.22222222222222,-7.220620155516696,-7.220620155516696,92.77937984448333
492,BULLAUSDT,23,26.08695652173913,-7.24427548126985,-7.24427548126985,92.75572451873015
493,CVCUSDT,16,12.5,-7.284023081679274,-7.284023081679274,92.71597691832073
494,AVAAIUSDT,18,33.33333333333333,-7.367641511898744,-7.367641511898744,92.63235848810126
495,SAMSUNGUSDT,35,28.57142857142857,-7.422434622155228,-7.422434622155228,92.5775653778448
496,ICXUSDT,13,7.6923076923076925,-7.435368097131821,-7.435368097131821,92.56463190286817
497,GUNUSDT,12,25.0,-7.496533377871639,-7.496533377871639,92.50346662212836
498,SUSHIUSDT,13,15.384615384615385,-7.648422122991996,-7.648422122991996,92.35157787700801
499,TURTLEUSDT,11,9.090909090909092,-7.680126422179553,-7.680126422179553,92.31987357782046
500,MBOXUSDT,2,0.0,-7.703036632128559,-7.703036632128559,92.29696336787144
501,ENJUSDT,25,24.0,-7.7121606697657965,-7.7121606697657965,92.2878393302342
502,KMNOUSDT,28,21.428571428571427,-7.772936795094165,-7.772936795094165,92.22706320490583
503,STBLUSDT,18,22.22222222222222,-7.823877236406867,-7.823877236406867,92.1761227635931
504,MERLUSDT,14,21.428571428571427,-7.835366607099383,-7.835366607099383,92.16463339290061
505,ILVUSDT,12,16.666666666666664,-7.907723123236625,-7.907723123236625,92.09227687676336
506,HDUSDT,35,25.71428571428571,-8.123305631544966,-8.123305631544966,91.87669436845498
507,CFXUSDT,18,22.22222222222222,-8.148004006377228,-8.148004006377228,91.85199599362278
508,RKLBUSDT,34,29.411764705882355,-8.150186568916762,-8.150186568916762,91.84981343108326
509,INXUSDT,17,29.411764705882355,-8.241681060101232,-8.241681060101232,91.75831893989879
510,TSMUSDT,27,25.925925925925924,-8.439159834494454,-8.439159834494454,91.56084016550554
511,XPINUSDT,9,22.22222222222222,-8.468677883596921,-8.468677883596921,91.53132211640309
512,INJUSDT,10,0.0,-8.490370188548505,-8.490370188548505,91.50962981145149
513,ENAUSDT,16,25.0,-8.528495057378894,-8.528495057378894,91.47150494262112
514,RPLUSDT,12,16.666666666666664,-8.576771206000815,-8.576771206000815,91.42322879399917
515,SAHARAUSDT,11,9.090909090909092,-8.580082857164234,-8.580082857164234,91.41991714283576
516,UMAUSDT,16,18.75,-8.674976016187403,-8.674976016187403,91.32502398381257
517,NOTUSDT,9,11.11111111111111,-8.682983419239209,-8.682983419239209,91.31701658076081
518,MUSDT,22,31.818181818181817,-8.70348015309176,-8.70348015309176,91.29651984690824
519,KITEUSDT,22,22.727272727272727,-8.72884407635165,-8.72884407635165,91.27115592364838
520,TAUSDT,10,10.0,-8.753992069893307,-8.753992069893307,91.24600793010667
521,APEUSDT,12,16.666666666666664,-8.761625760632183,-8.761625760632183,91.23837423936781
522,GOATUSDT,11,9.090909090909092,-8.768685908606928,-8.768685908606928,91.23131409139306
523,INTCUSDT,31,29.03225806451613,-8.808942873222563,-8.808942873222563,91.19105712677741
524,COPPERUSDT,30,16.666666666666664,-8.831004502401584,-8.831004502401584,91.1689954975984
525,LITEUSDT,44,29.545454545454547,-8.847932369122212,-8.847932369122212,91.15206763087775
526,BLURUSDT,23,39.130434782608695,-8.860495878176728,-8.860495878176728,91.13950412182324
527,CRDOUSDT,36,25.0,-8.870005513780482,-8.870005513780482,91.1299944862195
528,CRMUSDT,32,34.375,-8.938436349941528,-8.938436349941528,91.06156365005846
529,DISUSDT,32,15.625,-9.014678661150576,-9.014678661150576,90.98532133884943
530,AXTIUSDT,33,33.33333333333333,-9.029999621994238,-9.029999621994238,90.97000037800574
531,CVXUSDT,22,22.727272727272727,-9.031153624739561,-9.031153624739561,90.96884637526045
532,VTHOUSDT,19,10.526315789473683,-9.048284491433696,-9.048284491433696,90.95171550856628
533,FLNCUSDT,44,31.818181818181817,-9.103881913463617,-9.103881913463617,90.89611808653639
534,PTBUSDT,9,11.11111111111111,-9.119628111733098,-9.119628111733098,90.88037188826691
535,VETUSDT,21,23.809523809523807,-9.122397895126866,-9.122397895126866,90.87760210487316
536,BABYUSDT,8,37.5,-9.124668066312806,-9.124668066312806,90.87533193368718
537,CHIPUSDT,17,23.52941176470588,-9.344195686759214,-9.344195686759214,90.65580431324075
538,UBERUSDT,30,23.333333333333332,-9.405140789607737,-9.405140789607737,90.59485921039227
539,NOMUSDT,11,9.090909090909092,-9.43908256680386,-9.43908256680386,90.56091743319614
540,PYTHUSDT,13,23.076923076923077,-9.542457298665223,-9.542457298665223,90.45754270133476
541,EWJUSDT,30,23.333333333333332,-9.589400616860592,-9.589400616860592,90.41059938313943
542,ZEREBROUSDT,21,19.047619047619047,-9.62259682384892,-9.62259682384892,90.37740317615108
543,CYSUSDT,18,16.666666666666664,-9.850784296916137,-9.850784296916137,90.14921570308388
544,SOMIUSDT,12,16.666666666666664,-9.921540865788218,-9.921540865788218,90.0784591342118
545,MEMEUSDT,17,29.411764705882355,-9.960644005666815,-9.960644005666815,90.03935599433319
546,TRBUSDT,7,0.0,-9.965195214422284,-9.965195214422284,90.03480478557773
547,VELODROMEUSDT,20,30.0,-9.99633648602105,-9.99633648602105,90.0036635139789
548,PROMUSDT,12,16.666666666666664,-10.093116177408136,-10.093116177408136,89.90688382259185
549,MUUSDT,28,32.142857142857146,-10.169502523340489,-10.169502523340489,89.83049747665954
550,USARUSDT,50,36.0,-10.231296007833805,-10.231296007833805,89.76870399216622
551,PAYPUSDT,43,30.23255813953488,-10.237252801560025,-10.237252801560025,89.76274719843997
552,STXUSDT,17,11.76470588235294,-10.24569108968137,-10.24569108968137,89.75430891031863
553,ELSAUSDT,18,27.77777777777778,-10.286100680234084,-10.286100680234084,89.71389931976593
554,SUSDT,20,25.0,-10.30847717961723,-10.30847717961723,89.69152282038276
555,SPCXUSDT,20,40.0,-10.337738198595579,-10.337738198595579,89.66226180140441
556,RAYSOLUSDT,27,18.51851851851852,-10.516232877400174,-10.516232877400174,89.48376712259984
557,SYRUPUSDT,20,35.0,-10.646226497457208,-10.646226497457208,89.35377350254281
558,WETUSDT,13,7.6923076923076925,-10.669978086093371,-10.669978086093371,89.33002191390662
559,HANAUSDT,12,16.666666666666664,-10.74974667557164,-10.74974667557164,89.25025332442836
560,CSCOUSDT,29,17.24137931034483,-10.758258006684208,-10.758258006684208,89.24174199331583
561,WLFIUSDT,10,20.0,-10.842953436153186,-10.842953436153186,89.15704656384682
562,FHEUSDT,10,10.0,-10.975520588041869,-10.975520588041869,89.02447941195814
563,MINAUSDT,14,7.142857142857142,-11.04283934454114,-11.04283934454114,88.95716065545889
564,KNCUSDT,9,11.11111111111111,-11.068504653681147,-11.068504653681147,88.93149534631885
565,EDENUSDT,15,26.666666666666668,-11.197136819730606,-11.197136819730606,88.80286318026938
566,PHAROSUSDT,18,27.77777777777778,-11.344456181203038,-11.344456181203038,88.65554381879697
567,AUDIOUSDT,20,25.0,-11.390156796764156,-11.390156796764156,88.60984320323587
568,FIGHTUSDT,21,19.047619047619047,-11.402502267023975,-11.402502267023975,88.59749773297602
569,STEEMUSDT,21,14.285714285714285,-11.418435654975001,-11.418435654975001,88.58156434502494
570,SPXUSDT,15,6.666666666666667,-11.547458206002856,-11.547458206002856,88.45254179399714
571,FOGOUSDT,16,25.0,-11.668393508700438,-11.668393508700438,88.33160649129957
572,PLAYUSDT,10,30.0,-11.813422526686953,-11.813422526686953,88.18657747331304
573,HIGHUSDT,3,0.0,-11.918391458364532,-11.918391458364532,88.08160854163548
574,TNSRUSDT,15,26.666666666666668,-11.925632645403544,-11.925632645403544,88.07436735459648
575,MORPHOUSDT,15,13.333333333333334,-11.944842863389907,-11.944842863389907,88.0551571366101
576,ANIMEUSDT,16,6.25,-12.0034434334297,-12.0034434334297,87.99655656657032
577,IRYSUSDT,9,11.11111111111111,-12.11119910022812,-12.11119910022812,87.88880089977187
578,STARUSDT,19,21.052631578947366,-12.154098370807757,-12.154098370807757,87.84590162919226
579,PLTRUSDT,32,18.75,-12.225397682375718,-12.225397682375718,87.77460231762426
580,RESOLVUSDT,26,30.76923076923077,-12.22902831337407,-12.22902831337407,87.77097168662587
581,AAVEUSDT,16,18.75,-12.343512847839536,-12.343512847839536,87.65648715216045
582,MITOUSDT,18,27.77777777777778,-12.37341228682209,-12.37341228682209,87.6265877131779
583,ACEUSDT,21,14.285714285714285,-12.415575372376946,-12.415575372376946,87.58442462762305
584,REUSDT,15,46.666666666666664,-12.571463489494406,-12.571463489494406,87.42853651050562
585,TAKEUSDT,11,27.27272727272727,-12.737899961355666,-12.737899961355666,87.26210003864433
586,KGENUSDT,23,34.78260869565217,-12.785640824937667,-12.785640824937667,87.21435917506228
587,PIPPINUSDT,16,18.75,-12.84116100677936,-12.84116100677936,87.15883899322064
588,HOLOUSDT,27,25.925925925925924,-12.849854752409888,-12.849854752409888,87.15014524759012
589,NIGHTUSDT,22,18.181818181818183,-12.920718634867407,-12.920718634867407,87.07928136513257
590,ZESTUSDT,19,21.052631578947366,-12.953042681576003,-12.953042681576003,87.04695731842402
591,APRUSDT,15,26.666666666666668,-13.124864479238049,-13.124864479238049,86.87513552076196
592,LIGHTUSDT,18,22.22222222222222,-13.502695201938419,-13.502695201938419,86.4973047980616
593,AAOIUSDT,37,32.432432432432435,-13.521467989330947,-13.521467989330947,86.47853201066907
594,DRAMUSDT,51,39.21568627450981,-13.59149236879798,-13.59149236879798,86.40850763120201
595,LITUSDT,14,7.142857142857142,-13.59778568695566,-13.59778568695566,86.40221431304437
596,NVOUSDT,33,15.151515151515152,-13.61528743077837,-13.61528743077837,86.38471256922163
597,MONUSDT,13,23.076923076923077,-13.659477286058994,-13.659477286058994,86.34052271394103
598,ARKMUSDT,13,7.6923076923076925,-13.747628234407081,-13.747628234407081,86.25237176559291
599,AGLDUSDT,26,23.076923076923077,-13.801484108048541,-13.801484108048541,86.19851589195144
600,IOUSDT,13,7.6923076923076925,-13.900218716415496,-13.900218716415496,86.09978128358449
601,CFGUSDT,13,23.076923076923077,-14.004835106384592,-14.004835106384592,85.99516489361541
602,ONEUSDT,13,15.384615384615385,-14.07308913892941,-14.07308913892941,85.9269108610706
603,THEUSDT,12,25.0,-14.15520576787015,-14.15520576787015,85.84479423212984
604,JCTUSDT,7,28.57142857142857,-14.188728162515497,-14.188728162515497,85.8112718374845
605,MBLUSDT,27,22.22222222222222,-14.418939961335782,-14.418939961335782,85.5810600386642
606,UNIUSDT,11,27.27272727272727,-14.558284047723001,-14.558284047723001,85.441715952277
607,BLUAIUSDT,8,25.0,-14.872240549616732,-14.872240549616732,85.1277594503833
608,DOODUSDT,11,9.090909090909092,-15.056400578748546,-15.056400578748546,84.94359942125145
609,AIOTUSDT,13,30.76923076923077,-15.250685630633058,-15.250685630633058,84.74931436936694
610,KAITOUSDT,22,27.27272727272727,-15.418276235238016,-15.418276235238016,84.58172376476196
611,AERGOUSDT,15,20.0,-15.976869154994963,-15.976869154994963,84.02313084500504
612,CRWVUSDT,30,33.33333333333333,-16.231910470956166,-16.231910470956166,83.76808952904383
613,OPENUSDT,13,15.384615384615385,-16.30608032456296,-16.30608032456296,83.69391967543703
614,ONDSUSDT,38,21.052631578947366,-16.410768779132606,-16.410768779132606,83.58923122086739
615,ARIAUSDT,19,10.526315789473683,-17.50870966997251,-17.50870966997251,82.49129033002748
616,STABLEUSDT,30,26.666666666666668,-17.61342416147777,-17.61342416147777,82.38657583852222
617,1000XECUSDT,17,11.76470588235294,-18.110650613530588,-18.110650613530588,81.8893493864694
618,DELLUSDT,30,20.0,-18.26194375159882,-18.26194375159882,81.73805624840115
619,PRLUSDT,11,9.090909090909092,-18.282609216545914,-18.282609216545914,81.71739078345409
620,ACUUSDT,32,28.125,-18.536109287189532,-18.536109287189532,81.4638907128105
621,BEUSDT,44,25.0,-18.82459762920814,-18.82459762920814,81.1754023707918
622,HUMAUSDT,21,19.047619047619047,-18.838777818072636,-18.838777818072636,81.16122218192736
623,ASTSUSDT,33,33.33333333333333,-19.257287832583383,-19.257287832583383,80.7427121674166
624,COTIUSDT,17,41.17647058823529,-20.05902957976054,-20.05902957976054,79.94097042023945
625,POWERUSDT,16,6.25,-20.243855053595453,-20.243855053595453,79.75614494640455
626,SKLUSDT,6,16.666666666666664,-20.257203587314788,-20.257203587314788,79.7427964126852
627,PUMPUSDT,14,7.142857142857142,-20.647207788485826,-20.647207788485826,79.35279221151417
628,B2USDT,14,14.285714285714285,-20.95864119992748,-20.95864119992748,79.04135880007252
629,POPCATUSDT,16,12.5,-21.281604993104672,-21.281604993104672,78.71839500689534
630,FOLKSUSDT,11,36.36363636363637,-21.340890599140348,-21.340890599140348,78.65910940085965
631,ONUSDT,21,28.57142857142857,-23.606919379497626,-23.606919379497626,76.3930806205024
632,TLMUSDT,15,20.0,-23.904624408864787,-23.904624408864787,76.0953755911352
633,PORTALUSDT,13,15.384615384615385,-24.132800771988613,-24.132800771988613,75.86719922801143
634,XPLUSDT,19,10.526315789473683,-25.07538450015107,-25.07538450015107,74.92461549984895
635,BUSDT,33,15.151515151515152,-27.003063000510036,-27.003063000510036,72.99693699948998
636,PARTIUSDT,11,0.0,-27.259639063487914,-27.259639063487914,72.74036093651209
637,EPICUSDT,29,31.03448275862069,-28.88611231585219,-28.88611231585219,71.1138876841478
638,TAGUSDT,31,25.806451612903224,-29.53454259550207,-29.53454259550207,70.46545740449788
639,BILLUSDT,17,17.647058823529413,-31.35629893700243,-31.35629893700243,68.64370106299756
640,COAIUSDT,9,33.33333333333333,-31.69391465334454,-31.69391465334454,68.30608534665548
641,BTWUSDT,21,33.33333333333333,-31.791209001943702,-31.791209001943702,68.20879099805629
642,BASUSDT,31,32.25806451612903,-32.37618974857758,-32.37618974857758,67.62381025142243
643,CLOUSDT,26,23.076923076923077,-32.6446276582708,-32.6446276582708,67.35537234172916
644,TRUTHUSDT,19,26.31578947368421,-33.15679421080877,-33.15679421080877,66.84320578919122
645,USELESSUSDT,18,11.11111111111111,-33.47411544217523,-33.47411544217523,66.52588455782477
646,BROCCOLIF3BUSDT,24,37.5,-33.66511877561601,-33.66511877561601,66.33488122438399
647,RAVEUSDT,14,21.428571428571427,-35.69191237089613,-35.69191237089613,64.30808762910385
648,龙虾USDT,20,25.0,-36.382226510212995,-36.382226510212995,63.617773489787005
649,TAIKOUSDT,21,14.285714285714285,-37.78326114528578,-37.78326114528578,62.21673885471423
650,BSBUSDT,25,16.0,-42.68698078431922,-42.68698078431922,57.31301921568076
651,HEIUSDT,27,25.925925925925924,-44.045012004215785,-44.045012004215785,55.9549879957842
652,HUSDT,19,31.57894736842105,-49.11552462719064,-49.11552462719064,50.884475372809376
653,ALLOUSDT,22,18.181818181818183,-65.46184209684725,-65.46184209684725,34.53815790315275
